ID,Type,Classes,Article,MainText,HistoricalNote,DecodedRef,DecodedParts,DecodedTerm
se:2_15_16-ss:1,Provision,Subsection SubsectionFirst,2.15.16,"2.15.16. Plate-forme élévatrice mobile de personnel:1. La plate-forme élévatrice mobile de personnel doit être fabriquée conformément à la norme Plates-formes élévatrices mobiles de personnel – Conception, calculs, exigences de sécurité et méthodes d’essai, CSA B354.6, applicable au moment de sa fabrication.2. La plate-forme élévatrice mobile de personnel doit être soumise à une inspection structurale conformément à la norme Mobile elevating work platforms – Safety principles, inspection, maintenance and operation CSA B354.7, afin de s’assurer que l’intégrité de ses composantes critiques et sa stabilité sont demeurées telles qu’à l’origine:a) 10 ans après la date de la fabrication et tous les 5 ans par la suite;b) après tout dommage suspecté, potentiel ou réel subi lors d’un incident et qui est susceptible d’affecter son intégrité structurelle ou sa stabilité;c) après un changement de propriétaire.",,2.15.16,Article=2.15.16,
se:2_15_16-ss:1-p1:1,Provision,Paragraph,2.15.16,"1. La plate-forme élévatrice mobile de personnel doit être fabriquée conformément à la norme Plates-formes élévatrices mobiles de personnel – Conception, calculs, exigences de sécurité et méthodes d’essai, CSA B354.6, applicable au moment de sa fabrication.",,2.15.16 al. 1,Article=2.15.16 | Alinéa=1,
se:2_15_16-ss:1-p1:2,Provision,Paragraph,2.15.16,"2. La plate-forme élévatrice mobile de personnel doit être soumise à une inspection structurale conformément à la norme Mobile elevating work platforms – Safety principles, inspection, maintenance and operation CSA B354.7, afin de s’assurer que l’intégrité de ses composantes critiques et sa stabilité sont demeurées telles qu’à l’origine:a) 10 ans après la date de la fabrication et tous les 5 ans par la suite;b) après tout dommage suspecté, potentiel ou réel subi lors d’un incident et qui est susceptible d’affecter son intégrité structurelle ou sa stabilité;c) après un changement de propriétaire.",,2.15.16 al. 2,Article=2.15.16 | Alinéa=2,
se:2_15_16-ss:1-p1:2-p2:a,Provision,Subparagraph,2.15.16,a) 10 ans après la date de la fabrication et tous les 5 ans par la suite;,,2.15.16 al. 2a),Article=2.15.16 | Alinéa=2 | Niveau2=a),
se:2_15_16-ss:1-p1:2-p2:b,Provision,Subparagraph,2.15.16,"b) après tout dommage suspecté, potentiel ou réel subi lors d’un incident et qui est susceptible d’affecter son intégrité structurelle ou sa stabilité;",,2.15.16 al. 2b),Article=2.15.16 | Alinéa=2 | Niveau2=b),
se:2_15_16-ss:1-p1:2-p2:c,Provision,Subparagraph,2.15.16,c) après un changement de propriétaire.,,2.15.16 al. 2c),Article=2.15.16 | Alinéa=2 | Niveau2=c),
se:2_15_17,Provision,section,2.15.17,"2.15.17. Formation de l’opérateur de plate-forme élévatrice mobile de personnel: Une plate-forme élévatrice mobile de personnel ne peut être utilisée, sur le chantier, que par un opérateur adéquatement formé et familiarisé avec le type et le groupe d’équipement, tels que définis par la norme Plates-formes élévatrices mobiles de personnel – Conception, calculs, exigences de sécurité et méthodes d’essai, CSA B354.6. Est adéquatement formé l’opérateur qui a reçu:1. une formation initiale, pour chaque type d’équipement, dont le contenu est équivalant à la norme Plates-formes élévatrices mobiles de personnel - Formation des opérateurs (conducteurs), CSA B354.8. De plus:a) cette formation doit être composée d’une partie théorique, d’une partie pratique et d’une évaluation pour chaque type et chaque groupe d’équipement visés par la formation. Cette formation doit aussi aborder les méthodes de travail permettant de circuler sécuritairement sous des structures afin d’éviter de coincer ou d’écraser toute personne se trouvant sur la plate-forme;b) la partie pratique doit inclure minimalement, pour chaque travailleur, une heure aux commandes de l’équipement;c) l’évaluation doit comprendre une partie théorique et une partie pratique aux commandes d’un équipement qui doit démontrer que le travailleur a acquis les compétences nécessaires pour opérer sécuritairement l’équipement;d) la formation doit être dispensée par:i. un formateur agréé conformément au Règlement sur l’agrément et la déontologie des organismes formateurs, des formateurs et des services de formation (chapitre D-8.3, r. 0.1); ouii. un formateur qualifié par un organisme de formation reconnu par la Commission;e) une attestation de formation indiquant le type et le groupe d’équipement visés par la formation doit être remise au travailleur par l’organisme formateur ou par le formateur qui l’a dispensée;2. à tous les 5 ans à la suite de sa formation initiale, une mise à jour de celle-ci comprenant minimalement un examen pratique;3. une familiarisation sur le chantier, par une personne qualifiée ou expérimentée, des éléments suivants:a) la localisation des manuels du fabricant;b) les avertissements spécifiques et les instructions du fabricant;c) les fonctions des commandes spécifiques;d) la fonction de chaque dispositif de sécurité spécifique;e) les caractéristiques de fonctionnement spécifiques. 1393-2024D. 1393-2024, a. 71.",,2.15.17,Article=2.15.17,
se:2_15_17-ss:1,Provision,Subsection SubsectionFirst,2.15.17,"2.15.17. Formation de l’opérateur de plate-forme élévatrice mobile de personnel: Une plate-forme élévatrice mobile de personnel ne peut être utilisée, sur le chantier, que par un opérateur adéquatement formé et familiarisé avec le type et le groupe d’équipement, tels que définis par la norme Plates-formes élévatrices mobiles de personnel – Conception, calculs, exigences de sécurité et méthodes d’essai, CSA B354.6. Est adéquatement formé l’opérateur qui a reçu:1. une formation initiale, pour chaque type d’équipement, dont le contenu est équivalant à la norme Plates-formes élévatrices mobiles de personnel - Formation des opérateurs (conducteurs), CSA B354.8. De plus:a) cette formation doit être composée d’une partie théorique, d’une partie pratique et d’une évaluation pour chaque type et chaque groupe d’équipement visés par la formation. Cette formation doit aussi aborder les méthodes de travail permettant de circuler sécuritairement sous des structures afin d’éviter de coincer ou d’écraser toute personne se trouvant sur la plate-forme;b) la partie pratique doit inclure minimalement, pour chaque travailleur, une heure aux commandes de l’équipement;c) l’évaluation doit comprendre une partie théorique et une partie pratique aux commandes d’un équipement qui doit démontrer que le travailleur a acquis les compétences nécessaires pour opérer sécuritairement l’équipement;d) la formation doit être dispensée par:i. un formateur agréé conformément au Règlement sur l’agrément et la déontologie des organismes formateurs, des formateurs et des services de formation (chapitre D-8.3, r. 0.1); ouii. un formateur qualifié par un organisme de formation reconnu par la Commission;e) une attestation de formation indiquant le type et le groupe d’équipement visés par la formation doit être remise au travailleur par l’organisme formateur ou par le formateur qui l’a dispensée;2. à tous les 5 ans à la suite de sa formation initiale, une mise à jour de celle-ci comprenant minimalement un examen pratique;3. une familiarisation sur le chantier, par une personne qualifiée ou expérimentée, des éléments suivants:a) la localisation des manuels du fabricant;b) les avertissements spécifiques et les instructions du fabricant;c) les fonctions des commandes spécifiques;d) la fonction de chaque dispositif de sécurité spécifique;e) les caractéristiques de fonctionnement spécifiques.",,2.15.17,Article=2.15.17,
se:2_15_17-ss:1-p1:1,Provision,Paragraph,2.15.17,"1. une formation initiale, pour chaque type d’équipement, dont le contenu est équivalant à la norme Plates-formes élévatrices mobiles de personnel - Formation des opérateurs (conducteurs), CSA B354.8. De plus:a) cette formation doit être composée d’une partie théorique, d’une partie pratique et d’une évaluation pour chaque type et chaque groupe d’équipement visés par la formation. Cette formation doit aussi aborder les méthodes de travail permettant de circuler sécuritairement sous des structures afin d’éviter de coincer ou d’écraser toute personne se trouvant sur la plate-forme;b) la partie pratique doit inclure minimalement, pour chaque travailleur, une heure aux commandes de l’équipement;c) l’évaluation doit comprendre une partie théorique et une partie pratique aux commandes d’un équipement qui doit démontrer que le travailleur a acquis les compétences nécessaires pour opérer sécuritairement l’équipement;d) la formation doit être dispensée par:i. un formateur agréé conformément au Règlement sur l’agrément et la déontologie des organismes formateurs, des formateurs et des services de formation (chapitre D-8.3, r. 0.1); ouii. un formateur qualifié par un organisme de formation reconnu par la Commission;e) une attestation de formation indiquant le type et le groupe d’équipement visés par la formation doit être remise au travailleur par l’organisme formateur ou par le formateur qui l’a dispensée;",,2.15.17 al. 1,Article=2.15.17 | Alinéa=1,
se:2_15_17-ss:1-p1:1-p2:a,Provision,Subparagraph,2.15.17,"a) cette formation doit être composée d’une partie théorique, d’une partie pratique et d’une évaluation pour chaque type et chaque groupe d’équipement visés par la formation. Cette formation doit aussi aborder les méthodes de travail permettant de circuler sécuritairement sous des structures afin d’éviter de coincer ou d’écraser toute personne se trouvant sur la plate-forme;",,2.15.17 al. 1a),Article=2.15.17 | Alinéa=1 | Niveau2=a),
se:2_15_17-ss:1-p1:1-p2:b,Provision,Subparagraph,2.15.17,"b) la partie pratique doit inclure minimalement, pour chaque travailleur, une heure aux commandes de l’équipement;",,2.15.17 al. 1b),Article=2.15.17 | Alinéa=1 | Niveau2=b),
se:2_15_17-ss:1-p1:1-p2:c,Provision,Subparagraph,2.15.17,c) l’évaluation doit comprendre une partie théorique et une partie pratique aux commandes d’un équipement qui doit démontrer que le travailleur a acquis les compétences nécessaires pour opérer sécuritairement l’équipement;,,2.15.17 al. 1c),Article=2.15.17 | Alinéa=1 | Niveau2=c),
se:2_15_17-ss:1-p1:1-p2:d,Provision,Subparagraph,2.15.17,"d) la formation doit être dispensée par:i. un formateur agréé conformément au Règlement sur l’agrément et la déontologie des organismes formateurs, des formateurs et des services de formation (chapitre D-8.3, r. 0.1); ouii. un formateur qualifié par un organisme de formation reconnu par la Commission;",,2.15.17 al. 1d),Article=2.15.17 | Alinéa=1 | Niveau2=d),
se:2_15_17-ss:1-p1:1-p2:e,Provision,Subparagraph,2.15.17,e) une attestation de formation indiquant le type et le groupe d’équipement visés par la formation doit être remise au travailleur par l’organisme formateur ou par le formateur qui l’a dispensée;,,2.15.17 al. 1e),Article=2.15.17 | Alinéa=1 | Niveau2=e),
se:2_15_17-ss:1-p1:2,Provision,Paragraph,2.15.17,"2. à tous les 5 ans à la suite de sa formation initiale, une mise à jour de celle-ci comprenant minimalement un examen pratique;",,2.15.17 al. 2,Article=2.15.17 | Alinéa=2,
se:2_15_17-ss:1-p1:3,Provision,Paragraph,2.15.17,"3. une familiarisation sur le chantier, par une personne qualifiée ou expérimentée, des éléments suivants:a) la localisation des manuels du fabricant;b) les avertissements spécifiques et les instructions du fabricant;c) les fonctions des commandes spécifiques;d) la fonction de chaque dispositif de sécurité spécifique;e) les caractéristiques de fonctionnement spécifiques.",,2.15.17 al. 3,Article=2.15.17 | Alinéa=3,
se:2_15_17-ss:1-p1:3-p2:a,Provision,Subparagraph,2.15.17,a) la localisation des manuels du fabricant;,,2.15.17 al. 3a),Article=2.15.17 | Alinéa=3 | Niveau2=a),
se:2_15_17-ss:1-p1:3-p2:b,Provision,Subparagraph,2.15.17,b) les avertissements spécifiques et les instructions du fabricant;,,2.15.17 al. 3b),Article=2.15.17 | Alinéa=3 | Niveau2=b),
se:2_15_17-ss:1-p1:3-p2:c,Provision,Subparagraph,2.15.17,c) les fonctions des commandes spécifiques;,,2.15.17 al. 3c),Article=2.15.17 | Alinéa=3 | Niveau2=c),
se:2_15_17-ss:1-p1:3-p2:d,Provision,Subparagraph,2.15.17,d) la fonction de chaque dispositif de sécurité spécifique;,,2.15.17 al. 3d),Article=2.15.17 | Alinéa=3 | Niveau2=d),
se:2_15_17-ss:1-p1:3-p2:e,Provision,Subparagraph,2.15.17,e) les caractéristiques de fonctionnement spécifiques.,,2.15.17 al. 3e),Article=2.15.17 | Alinéa=3 | Niveau2=e),
se:2_15_18,Provision,section,2.15.18,"2.15.18. Plate-forme de transport: Une plate-forme de transport se déplaçant le long de mâts doit être conçue et fabriquée conformément à la norme Conception, calculs, exigences relatives à la sécurité et méthodes d’essai pour les plates-formes de transport se déplaçant le long de mâts, CSA B354.12. De plus:1. la plate-forme de transport doit:a) être recouverte d’un toit conforme à l’article 4.4.3.2 de cette norme;b) être ceinturée d’un garde-corps fixe d’une hauteur minimale de 1,06 m composé sur sa pleine hauteur d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;2. les portes palières doivent:a) être d’une hauteur minimale de 2 m;b) être munies d’une protection latérale d’une largeur minimale de 0,6 m de part et d’autre de la porte;c) être munies d’un système d’interverrouillage mécanique qui empêche le déplacement de la plate-forme lorsque la porte palière est ouverte;3. lorsque le plancher du quai de chargement est à moins de 2 m du sol, la porte palière donnant accès à la plate-forme, à ce niveau, peut:a) être d’une hauteur minimale de 1,06 m de hauteur composée sur sa pleine hauteur d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;b) être munie d’une protection latérale d’au moins 0,6 m de largeur de part et d’autre de la porte composée d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;c) être tenue fermée par un loquet;4. Le quai de chargement doit être ceinturé d’un garde-corps conforme à l’article 3.8.3;5. Une plate-forme de transport se déplaçant le long de mâts ne peut être utilisée à plus de 55 m de hauteur par rapport au sol;6. Une clôture d’une hauteur minimale de 1,8 m doit ceinturer l’aire de travail autour des installations de la plate-forme de transport. 1393-2024D. 1393-2024, a. 71.",,2.15.18,Article=2.15.18,
se:2_15_18-ss:1,Provision,Subsection SubsectionFirst,2.15.18,"2.15.18. Plate-forme de transport: Une plate-forme de transport se déplaçant le long de mâts doit être conçue et fabriquée conformément à la norme Conception, calculs, exigences relatives à la sécurité et méthodes d’essai pour les plates-formes de transport se déplaçant le long de mâts, CSA B354.12. De plus:1. la plate-forme de transport doit:a) être recouverte d’un toit conforme à l’article 4.4.3.2 de cette norme;b) être ceinturée d’un garde-corps fixe d’une hauteur minimale de 1,06 m composé sur sa pleine hauteur d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;2. les portes palières doivent:a) être d’une hauteur minimale de 2 m;b) être munies d’une protection latérale d’une largeur minimale de 0,6 m de part et d’autre de la porte;c) être munies d’un système d’interverrouillage mécanique qui empêche le déplacement de la plate-forme lorsque la porte palière est ouverte;3. lorsque le plancher du quai de chargement est à moins de 2 m du sol, la porte palière donnant accès à la plate-forme, à ce niveau, peut:a) être d’une hauteur minimale de 1,06 m de hauteur composée sur sa pleine hauteur d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;b) être munie d’une protection latérale d’au moins 0,6 m de largeur de part et d’autre de la porte composée d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;c) être tenue fermée par un loquet;4. Le quai de chargement doit être ceinturé d’un garde-corps conforme à l’article 3.8.3;5. Une plate-forme de transport se déplaçant le long de mâts ne peut être utilisée à plus de 55 m de hauteur par rapport au sol;6. Une clôture d’une hauteur minimale de 1,8 m doit ceinturer l’aire de travail autour des installations de la plate-forme de transport.",,2.15.18,Article=2.15.18,
se:2_15_18-ss:1-p1:1,Provision,Paragraph,2.15.18,"1. la plate-forme de transport doit:a) être recouverte d’un toit conforme à l’article 4.4.3.2 de cette norme;b) être ceinturée d’un garde-corps fixe d’une hauteur minimale de 1,06 m composé sur sa pleine hauteur d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;",,2.15.18 al. 1,Article=2.15.18 | Alinéa=1,
se:2_15_18-ss:1-p1:1-p2:a,Provision,Subparagraph,2.15.18,a) être recouverte d’un toit conforme à l’article 4.4.3.2 de cette norme;,,2.15.18 al. 1a),Article=2.15.18 | Alinéa=1 | Niveau2=a),
se:2_15_18-ss:1-p1:1-p2:b,Provision,Subparagraph,2.15.18,"b) être ceinturée d’un garde-corps fixe d’une hauteur minimale de 1,06 m composé sur sa pleine hauteur d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;",,2.15.18 al. 1b),Article=2.15.18 | Alinéa=1 | Niveau2=b),
se:2_15_18-ss:1-p1:2,Provision,Paragraph,2.15.18,"2. les portes palières doivent:a) être d’une hauteur minimale de 2 m;b) être munies d’une protection latérale d’une largeur minimale de 0,6 m de part et d’autre de la porte;c) être munies d’un système d’interverrouillage mécanique qui empêche le déplacement de la plate-forme lorsque la porte palière est ouverte;",,2.15.18 al. 2,Article=2.15.18 | Alinéa=2,
se:2_15_18-ss:1-p1:2-p2:a,Provision,Subparagraph,2.15.18,a) être d’une hauteur minimale de 2 m;,,2.15.18 al. 2a),Article=2.15.18 | Alinéa=2 | Niveau2=a),
se:2_15_18-ss:1-p1:2-p2:b,Provision,Subparagraph,2.15.18,"b) être munies d’une protection latérale d’une largeur minimale de 0,6 m de part et d’autre de la porte;",,2.15.18 al. 2b),Article=2.15.18 | Alinéa=2 | Niveau2=b),
se:2_15_18-ss:1-p1:2-p2:c,Provision,Subparagraph,2.15.18,c) être munies d’un système d’interverrouillage mécanique qui empêche le déplacement de la plate-forme lorsque la porte palière est ouverte;,,2.15.18 al. 2c),Article=2.15.18 | Alinéa=2 | Niveau2=c),
se:2_15_18-ss:1-p1:3,Provision,Paragraph,2.15.18,"3. lorsque le plancher du quai de chargement est à moins de 2 m du sol, la porte palière donnant accès à la plate-forme, à ce niveau, peut:a) être d’une hauteur minimale de 1,06 m de hauteur composée sur sa pleine hauteur d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;b) être munie d’une protection latérale d’au moins 0,6 m de largeur de part et d’autre de la porte composée d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;c) être tenue fermée par un loquet;",,2.15.18 al. 3,Article=2.15.18 | Alinéa=3,
se:2_15_18-ss:1-p1:3-p2:a,Provision,Subparagraph,2.15.18,"a) être d’une hauteur minimale de 1,06 m de hauteur composée sur sa pleine hauteur d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;",,2.15.18 al. 3a),Article=2.15.18 | Alinéa=3 | Niveau2=a),
se:2_15_18-ss:1-p1:3-p2:b,Provision,Subparagraph,2.15.18,"b) être munie d’une protection latérale d’au moins 0,6 m de largeur de part et d’autre de la porte composée d’un grillage ne laissant pas passer une bille de 25 mm de diamètre;",,2.15.18 al. 3b),Article=2.15.18 | Alinéa=3 | Niveau2=b),
se:2_15_18-ss:1-p1:3-p2:c,Provision,Subparagraph,2.15.18,c) être tenue fermée par un loquet;,,2.15.18 al. 3c),Article=2.15.18 | Alinéa=3 | Niveau2=c),
se:2_15_18-ss:1-p1:4,Provision,Paragraph,2.15.18,4. Le quai de chargement doit être ceinturé d’un garde-corps conforme à l’article 3.8.3;,,2.15.18 al. 4,Article=2.15.18 | Alinéa=4,
se:2_15_18-ss:1-p1:5,Provision,Paragraph,2.15.18,5. Une plate-forme de transport se déplaçant le long de mâts ne peut être utilisée à plus de 55 m de hauteur par rapport au sol;,,2.15.18 al. 5,Article=2.15.18 | Alinéa=5,
se:2_15_18-ss:1-p1:6,Provision,Paragraph,2.15.18,"6. Une clôture d’une hauteur minimale de 1,8 m doit ceinturer l’aire de travail autour des installations de la plate-forme de transport.",,2.15.18 al. 6,Article=2.15.18 | Alinéa=6,
se:2_15_19,Provision,section,2.15.19,"2.15.19. Entretien et utilisation d’une plate-forme de transport se déplaçant le long de mâts: Une plate-forme de transport se déplaçant le long de mâts doit être utilisée et entretenue conformément à la norme Usage sécuritaire et meilleures méthodes pour les plates-formes de transport se déplaçant le long de mâts, CSA B354.13. 1393-2024D. 1393-2024, a. 71.",,2.15.19,Article=2.15.19,
se:2_15_19-ss:1,Provision,Subsection SubsectionFirst,2.15.19,"2.15.19. Entretien et utilisation d’une plate-forme de transport se déplaçant le long de mâts: Une plate-forme de transport se déplaçant le long de mâts doit être utilisée et entretenue conformément à la norme Usage sécuritaire et meilleures méthodes pour les plates-formes de transport se déplaçant le long de mâts, CSA B354.13.",,2.15.19,Article=2.15.19,
se:2_15_2,Provision,section,2.15.2,2.15.2. Indication de la charge nominale: La charge nominale doit être affichée en évidence sur un appareil de levage.,"R.R.Q., 1981, c. S-2.1, r. 6, a. 2.15.2.",2.15.2,Article=2.15.2,
se:2_15_2-ss:1,Provision,Subsection SubsectionFirst,2.15.2,2.15.2. Indication de la charge nominale: La charge nominale doit être affichée en évidence sur un appareil de levage.,,2.15.2,Article=2.15.2,
se:2_15_20,Provision,section,2.15.20,"2.15.20. Formation de l’opérateur d’une plate-forme de transport se déplaçant le long de mâts: Une plate-forme de transport se déplaçant le long de mâts ne peut être utilisée que par un opérateur formé et familiarisé avec le type d’équipement utilisé sur le chantier conformément à la norme Formation reliée aux plates-formes de transport se déplaçant le long de mâts, CSA B354.14. 1393-2024D. 1393-2024, a. 71.",,2.15.20,Article=2.15.20,
se:2_15_20-ss:1,Provision,Subsection SubsectionFirst,2.15.20,"2.15.20. Formation de l’opérateur d’une plate-forme de transport se déplaçant le long de mâts: Une plate-forme de transport se déplaçant le long de mâts ne peut être utilisée que par un opérateur formé et familiarisé avec le type d’équipement utilisé sur le chantier conformément à la norme Formation reliée aux plates-formes de transport se déplaçant le long de mâts, CSA B354.14.",,2.15.20,Article=2.15.20,
se:2_15_3,Provision,section,2.15.3,2.15.3. L’employeur doit s’assurer qu’aucun appareil de levage n’est:a) chargé au-delà de la charge nominale; etb) soumis à des mouvements brusques.,"R.R.Q., 1981, c. S-2.1, r. 6, a. 2.15.3.",2.15.3,Article=2.15.3,
se:2_15_3-ss:1,Provision,Subsection SubsectionFirst,2.15.3,2.15.3. L’employeur doit s’assurer qu’aucun appareil de levage n’est:a) chargé au-delà de la charge nominale; etb) soumis à des mouvements brusques.,,2.15.3,Article=2.15.3,
se:2_15_3-ss:1-p1:a,Provision,Paragraph,2.15.3,a) chargé au-delà de la charge nominale; et,,2.15.3 a),Article=2.15.3 | Alinéa=a),
se:2_15_3-ss:1-p1:b,Provision,Paragraph,2.15.3,b) soumis à des mouvements brusques.,,2.15.3 b),Article=2.15.3 | Alinéa=b),
se:2_15_4,Provision,section,2.15.4,2.15.4. Flèche: La flèche d’un appareil de levage non couvert par les normes Grues mobiles ACNOR Z150-1974 et son supplément no 1-1977 et Grues à tour ACNOR Z248-1975 doit être installée et construite selon les plans et devis approuvés par un ingénieur.,"R.R.Q., 1981, c. S-2.1, r. 6, a. 2.15.4.",2.15.4,Article=2.15.4,
se:2_15_4-ss:1,Provision,Subsection SubsectionFirst,2.15.4,2.15.4. Flèche: La flèche d’un appareil de levage non couvert par les normes Grues mobiles ACNOR Z150-1974 et son supplément no 1-1977 et Grues à tour ACNOR Z248-1975 doit être installée et construite selon les plans et devis approuvés par un ingénieur.,,2.15.4,Article=2.15.4,
se:2_15_5,Provision,section,2.15.5,"2.15.5. Tableau des charges nominales: Un tableau indiquant les charges nominales d’une grue à tour, grue mobile ou autre appareil similaire doit:a) être placé et éclairé de façon à être lu sans peine par le conducteur;b) contenir des informations conformes à celles fournies par le fabricant; etc) fournir toutes les indications nécessaires à la manoeuvre de cet appareil.","R.R.Q., 1981, c. S-2.1, r. 6, a. 2.15.5.",2.15.5,Article=2.15.5,
se:2_15_5-ss:1,Provision,Subsection SubsectionFirst,2.15.5,"2.15.5. Tableau des charges nominales: Un tableau indiquant les charges nominales d’une grue à tour, grue mobile ou autre appareil similaire doit:a) être placé et éclairé de façon à être lu sans peine par le conducteur;b) contenir des informations conformes à celles fournies par le fabricant; etc) fournir toutes les indications nécessaires à la manoeuvre de cet appareil.",,2.15.5,Article=2.15.5,
se:2_15_5-ss:1-p1:a,Provision,Paragraph,2.15.5,a) être placé et éclairé de façon à être lu sans peine par le conducteur;,,2.15.5 a),Article=2.15.5 | Alinéa=a),
se:2_15_5-ss:1-p1:b,Provision,Paragraph,2.15.5,b) contenir des informations conformes à celles fournies par le fabricant; et,,2.15.5 b),Article=2.15.5 | Alinéa=b),
se:2_15_5-ss:1-p1:c,Provision,Paragraph,2.15.5,c) fournir toutes les indications nécessaires à la manoeuvre de cet appareil.,,2.15.5 c),Article=2.15.5 | Alinéa=c),
se:2_15_6,Provision,section,2.15.6,"2.15.6. Manutention des charges:1. Avant de commander le soulèvement d’une charge, le signaleur doit s’assurer que tous les câbles, chaînes, élingues ou autres amarres sont correctement fixés à la charge et que le soulèvement ne présente aucun danger.2. Le soulèvement des charges doit s’effectuer verticalement.3. Si une levée oblique est absolument nécessaire, il faut prendre les précautions exigées par les circonstances; cette opération doit s’effectuer en présence d’un représentant de l’employeur.4. Si le déplacement non contrôlé ou le mouvement de rotation d’une charge levée présente un danger, il faut utiliser un ou plusieurs câbles de guidage.5. (Paragraphe abrogé).6. Le grutier ne doit pas permettre à un travailleur de se tenir sur une charge, un crochet ou une élingue suspendue à un appareil de levage.7. Les crochets servant au levage des charges de même que ceux fixés aux élingues doivent être munis d’un cran de sûreté.","R.R.Q., 1981, c. S-2.1, r. 6, a. 2.15.6; D. 53-90, a. 4; D. 329-94, a. 18; D. 35-2001, a. 8.",2.15.6,Article=2.15.6,
se:2_15_6-ss:1,Provision,Subsection SubsectionFirst,2.15.6,"2.15.6. Manutention des charges:1. Avant de commander le soulèvement d’une charge, le signaleur doit s’assurer que tous les câbles, chaînes, élingues ou autres amarres sont correctement fixés à la charge et que le soulèvement ne présente aucun danger.2. Le soulèvement des charges doit s’effectuer verticalement.3. Si une levée oblique est absolument nécessaire, il faut prendre les précautions exigées par les circonstances; cette opération doit s’effectuer en présence d’un représentant de l’employeur.4. Si le déplacement non contrôlé ou le mouvement de rotation d’une charge levée présente un danger, il faut utiliser un ou plusieurs câbles de guidage.5. (Paragraphe abrogé).6. Le grutier ne doit pas permettre à un travailleur de se tenir sur une charge, un crochet ou une élingue suspendue à un appareil de levage.7. Les crochets servant au levage des charges de même que ceux fixés aux élingues doivent être munis d’un cran de sûreté.",,2.15.6,Article=2.15.6,
se:2_15_6-ss:1-p1:1,Provision,Paragraph,2.15.6,"1. Avant de commander le soulèvement d’une charge, le signaleur doit s’assurer que tous les câbles, chaînes, élingues ou autres amarres sont correctement fixés à la charge et que le soulèvement ne présente aucun danger.",,2.15.6 al. 1,Article=2.15.6 | Alinéa=1,
se:2_15_6-ss:1-p1:2,Provision,Paragraph,2.15.6,2. Le soulèvement des charges doit s’effectuer verticalement.,,2.15.6 al. 2,Article=2.15.6 | Alinéa=2,
se:2_15_6-ss:1-p1:3,Provision,Paragraph,2.15.6,"3. Si une levée oblique est absolument nécessaire, il faut prendre les précautions exigées par les circonstances; cette opération doit s’effectuer en présence d’un représentant de l’employeur.",,2.15.6 al. 3,Article=2.15.6 | Alinéa=3,
se:2_15_6-ss:1-p1:4,Provision,Paragraph,2.15.6,"4. Si le déplacement non contrôlé ou le mouvement de rotation d’une charge levée présente un danger, il faut utiliser un ou plusieurs câbles de guidage.",,2.15.6 al. 4,Article=2.15.6 | Alinéa=4,
se:2_15_6-ss:1-p1:5,Provision,Paragraph,2.15.6,5. (Paragraphe abrogé).,,2.15.6 al. 5,Article=2.15.6 | Alinéa=5,
se:2_15_6-ss:1-p1:6,Provision,Paragraph,2.15.6,"6. Le grutier ne doit pas permettre à un travailleur de se tenir sur une charge, un crochet ou une élingue suspendue à un appareil de levage.",,2.15.6 al. 6,Article=2.15.6 | Alinéa=6,
se:2_15_6-ss:1-p1:7,Provision,Paragraph,2.15.6,7. Les crochets servant au levage des charges de même que ceux fixés aux élingues doivent être munis d’un cran de sûreté.,,2.15.6 al. 7,Article=2.15.6 | Alinéa=7,
se:2_15_7_1,Provision,section,2.15.7.1,2.15.7.1. (Abrogé).,"R.R.Q., 1981, c. S-2.1, r. 6, a. 2.15.7.1; 1393-2024D. 1393-2024, a. 51.",2.15.7.1,Article=2.15.7.1,
se:2_15_7_2,Provision,section,2.15.7.2,"2.15.7.2. Une grue mobile doit être conforme à la norme Grues mobiles ACNOR Z150-1974 et son supplément no 1-1977, à l’exception de l’article 4.3.2.5.Le carnet de bord de la grue mobile qui doit être tenu à jour conformément à cette norme est celui prévu à l’annexe 9.","R.R.Q., 1981, c. S-2.1, r. 6, a. 2.15.7.2; D. 1413-98, a. 7; D. 35-2001, a. 9.",2.15.7.2,Article=2.15.7.2,
se:2_15_7_2-ss:1,Provision,Subsection SubsectionFirst,2.15.7.2,"2.15.7.2. Une grue mobile doit être conforme à la norme Grues mobiles ACNOR Z150-1974 et son supplément no 1-1977, à l’exception de l’article 4.3.2.5.",,2.15.7.2,Article=2.15.7.2,
se:2_15_7_2-ss:2,Provision,Subsection,2.15.7.2,Le carnet de bord de la grue mobile qui doit être tenu à jour conformément à cette norme est celui prévu à l’annexe 9.,,2.15.7.2,Article=2.15.7.2,
